ITEMÎ≤àÌò∏	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	ÏÉÅÏ†ê ÌåêÎß§Í∞Ä	ÏÉÅÏ†êÏóêÏÑú ÏÇ¥ Îïå	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	ADDON_TYPE3	ADDON_VALUE3	ADDON_TYPE4	ADDON_VALUE4	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON	MASK_ITEM_TYPE	MASK_ITEM_SUBTYPE
71246	»Ê¿˙Ω≈¿ÃøÎ±«	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		0	0	0	0	0	LEVEL	0	REAL_TIME	604800	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	20284	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
71247	»Ê¿˙Ω≈¿ÃøÎ±«	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		0	0	0	0	0	LEVEL	0	REAL_TIME	604800	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	20285	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
71248	»Ê¿˙Ω≈¿ÃøÎ±«	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		0	0	0	0	0	LEVEL	0	REAL_TIME	604800	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	20286	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
71249	»Ê¿˙Ω≈¿ÃøÎ±«	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		0	0	0	0	0	LEVEL	0	REAL_TIME	604800	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	20287	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
71250	»Ê¿˙Ω≈¿ÃøÎ±«	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		1000	0	0	0	0	LEVEL	0	REAL_TIME	432000	APPLY_ATTBONUS_MONSTER	85	APPLY_ATT_BOSS	60	APPLY_ATT_GRADE_BONUS	250	APPLY_EXP_DOUBLE_BONUS	25	APPLY_NONE	0	20278	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
71251	»Ê¿˙Ω≈¿ÃøÎ±«	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		1000	0	0	0	0	LEVEL	0	REAL_TIME	432000	APPLY_ATTBONUS_MONSTER	85	APPLY_ATTBONUS_METIN	85	APPLY_ATT_GRADE_BONUS	250	APPLY_EXP_DOUBLE_BONUS	25	APPLY_NONE	0	20279	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
71252	»Ê¿˙Ω≈¿ÃøÎ±«	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		1250	0	0	0	0	LEVEL	0	REAL_TIME	432000	APPLY_ATTBONUS_MONSTER	120	APPLY_ATTBONUS_METIN	120	APPLY_ATT_GRADE_BONUS	275	APPLY_EXP_DOUBLE_BONUS	25	APPLY_NONE	0	20600	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
71253	»Ê¿˙Ω≈¿ÃøÎ±«	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		0	0	0	0	0	LEVEL	0	REAL_TIME	604800	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	20601	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
71254	»Ê¿˙Ω≈¿ÃøÎ±«	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		0	0	0	0	0	LEVEL	0	REAL_TIME	604800	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	20602	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
71255	»Ê¿˙Ω≈¿ÃøÎ±«	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		0	0	0	0	0	LEVEL	0	REAL_TIME	604800	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	20603	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
71256	»Ê¿˙Ω≈¿ÃøÎ±«	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		300	0	0	0	0	LEVEL	0	REAL_TIME	432000	APPLY_ATTBONUS_MONSTER	45	APPLY_ATTBONUS_METIN	45	APPLY_ATT_GRADE_BONUS	200	APPLY_EXP_DOUBLE_BONUS	25	APPLY_NONE	0	20604	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
71257	»Ê¿˙Ω≈¿ÃøÎ±«	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		1500	0	0	0	0	LEVEL	0	REAL_TIME	432000	APPLY_ATTBONUS_MONSTER	150	APPLY_ATTBONUS_METIN	150	APPLY_ATT_GRADE_BONUS	300	APPLY_NONE	0	APPLY_NONE	0	20605	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
71258	»Ê¿˙Ω≈¿ÃøÎ±«	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		0	0	0	0	0	LEVEL	0	REAL_TIME	604800	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	20606	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
71259	»Ê¿˙Ω≈¿ÃøÎ±«	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		0	0	0	0	0	LEVEL	0	REAL_TIME	604800	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	20607	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
71260	»Ê¿˙Ω≈¿ÃøÎ±«	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		500	0	0	0	0	LEVEL	0	REAL_TIME	432000	APPLY_ATTBONUS_MONSTER	60	APPLY_ATT_BOSS	40	APPLY_ATT_GRADE_BONUS	225	APPLY_NONE	0	APPLY_NONE	0	20608	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
71261	»Ê¿˙Ω≈¿ÃøÎ±«	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		0	0	0	0	0	LEVEL	0	REAL_TIME	604800	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	20609	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
71262	»Ê¿˙Ω≈¿ÃøÎ±«	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		1000	0	0	0	0	LEVEL	0	REAL_TIME	432000	APPLY_ATTBONUS_MONSTER	100	APPLY_ATT_BOSS	80	APPLY_ATT_GRADE_BONUS	250	APPLY_NONE	0	APPLY_NONE	0	20610	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
71263	»Ê¿˙Ω≈¿ÃøÎ±«	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		1500	0	0	0	0	LEVEL	0	REAL_TIME	432000	APPLY_ATTBONUS_MONSTER	150	APPLY_ATT_BOSS	120	APPLY_ATT_GRADE_BONUS	300	APPLY_NONE	0	APPLY_NONE	0	20611	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
71264	»Ê¿˙Ω≈¿ÃøÎ±«	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		1500	0	0	0	0	LEVEL	0	REAL_TIME	432000	APPLY_ATTBONUS_MONSTER	150	APPLY_ATTBONUS_METIN	150	APPLY_ATT_GRADE_BONUS	300	APPLY_NONE	0	APPLY_NONE	0	20612	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
71265	»Ê¿˙Ω≈¿ÃøÎ±«	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		1500	0	0	0	0	LEVEL	0	REAL_TIME	432000	APPLY_ATTBONUS_MONSTER	150	APPLY_ATT_BOSS	120	APPLY_ATT_GRADE_BONUS	300	APPLY_NONE	0	APPLY_NONE	0	20613	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
71266	»Ê¿˙Ω≈¿ÃøÎ±«	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		0	0	0	0	0	LEVEL	0	REAL_TIME	604800	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	20614	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
71267	»Ê¿˙Ω≈¿ÃøÎ±«	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		0	0	0	0	0	LEVEL	0	REAL_TIME	604800	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	20615	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
71268	»Ê¿˙Ω≈¿ÃøÎ±«	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		1000	0	0	0	0	LEVEL	0	REAL_TIME	432000	APPLY_ATTBONUS_MONSTER	100	APPLY_ATTBONUS_METIN	100	APPLY_ATT_GRADE_BONUS	275	APPLY_NONE	0	APPLY_NONE	0	20616	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
71269	»Ê¿˙Ω≈¿ÃøÎ±«	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		0	0	0	0	0	LEVEL	0	REAL_TIME	432000	APPLY_ATTBONUS_MONSTER	200	APPLY_ATT_BOSS	150	APPLY_ATT_GRADE_BONUS	325	APPLY_NONE	0	APPLY_NONE	0	20617	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
71270	»Ê¿˙Ω≈¿ÃøÎ±«	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		0	0	0	0	0	LEVEL	0	REAL_TIME	432000	APPLY_ATTBONUS_MONSTER	230	APPLY_ATTBONUS_METIN	230	APPLY_ATT_GRADE_BONUS	350	APPLY_NONE	0	APPLY_NONE	0	20618	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
71271	»Ê¿˙Ω≈¿ÃøÎ±«	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		0	0	0	0	0	LEVEL	0	REAL_TIME	432000	APPLY_ATTBONUS_MONSTER	350	APPLY_ATT_BOSS	250	APPLY_ATT_GRADE_BONUS	400	APPLY_NONE	0	APPLY_NONE	0	20619	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
71272	»Ê¿˙Ω≈¿ÃøÎ±«	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		0	0	0	0	0	LEVEL	0	REAL_TIME	604800	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	20620	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
71273	»Ê¿˙Ω≈¿ÃøÎ±«	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		0	0	0	0	0	LEVEL	0	REAL_TIME	432000	APPLY_ATTBONUS_MONSTER	200	APPLY_ATTBONUS_METIN	200	APPLY_ATT_GRADE_BONUS	325	APPLY_NONE	0	APPLY_NONE	0	20621	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
71274	»Ê¿˙Ω≈¿ÃøÎ±«	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		0	0	0	0	0	LEVEL	0	REAL_TIME	604800	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	20622	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
71275	»Ê¿˙Ω≈¿ÃøÎ±«	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		0	0	0	0	0	LEVEL	0	REAL_TIME	604800	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	20623	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
71276	»Ê¿˙Ω≈¿ÃøÎ±«	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_STACK	QUEST_USE_MULTIPLE | LOG	WEAR_SHIELD		0	0	0	0	0	LEVEL	0	REAL_TIME	604800	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	20624	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_MOUNT_PET	MASK_ITEM_SUBTYPE_MOUNT_PET_MOUNT
39073	ºˆ∑Êπﬂ≈È	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_TUNING	MASK_ITEM_SUBTYPE_TUNING_RESOURCE
39074	ºˆ∑Êπﬂ≈È	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_TUNING	MASK_ITEM_SUBTYPE_TUNING_RESOURCE
39075	ºˆ∑Êπﬂ≈È	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_TUNING	MASK_ITEM_SUBTYPE_TUNING_RESOURCE
39076	ºˆ∑Êπﬂ≈È	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE		0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_TUNING	MASK_ITEM_SUBTYPE_TUNING_RESOURCE
71300	øµø¯«— ªÁ∂˚¿« ∆“¥¯∆Æ	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_STACK	NONE	WEAR_SHIELD		0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	1000	APPLY_ATTBONUS_DARK	10	APPLY_ATT_BOSS	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_FISHING_PICK	MASK_ITEM_SUBTYPE_FISHING_PICK_FOOD
71301	øµø¯«— ªÁ∂˚¿« ∆“¥¯∆Æ	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_STACK	NONE	WEAR_SHIELD		0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	1500	APPLY_ATTBONUS_ELECT	10	APPLY_ATT_BOSS	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_FISHING_PICK	MASK_ITEM_SUBTYPE_FISHING_PICK_FOOD
71302	øµø¯«— ªÁ∂˚¿« ∆“¥¯∆Æ	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_STACK	NONE	WEAR_SHIELD		0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	1500	APPLY_ATTBONUS_FIRE	10	APPLY_ATT_BOSS	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_FISHING_PICK	MASK_ITEM_SUBTYPE_FISHING_PICK_FOOD
71303	øµø¯«— ªÁ∂˚¿« ∆“¥¯∆Æ	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_STACK	NONE	WEAR_SHIELD		0	0	0	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	1500	APPLY_ATTBONUS_EARTH	10	APPLY_ATT_BOSS	10	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0	MASK_ITEM_TYPE_FISHING_PICK	MASK_ITEM_SUBTYPE_FISHING_PICK_FOOD
41800	kost¸m yeni[e]	ITEM_COSTUME	COSTUME_BODY	2	ANTI_SAFEBOX | ANTI_MYSHOP | ANTI_STACK | ANTI_GIVE | ANTI_SELL | ANTI_DROP	NONE	NONE	NONE	0	0	255	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	32	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41801	kost¸m yeni[e]	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_SAFEBOX | ANTI_MYSHOP | ANTI_STACK | ANTI_GIVE | ANTI_SELL | ANTI_DROP	NONE	NONE	NONE	0	0	255	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41630	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41802	kost¸m yeni[e]	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_SAFEBOX | ANTI_MYSHOP | ANTI_STACK | ANTI_GIVE | ANTI_SELL | ANTI_DROP	NONE	NONE	NONE	0	0	255	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41631	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41803	kost¸m yeni[e]	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_SAFEBOX | ANTI_MYSHOP | ANTI_STACK | ANTI_GIVE | ANTI_SELL | ANTI_DROP	NONE	NONE	NONE	0	0	255	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41686	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41804	kost¸m yeni[e]	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_SAFEBOX | ANTI_MYSHOP | ANTI_STACK | ANTI_GIVE | ANTI_SELL | ANTI_DROP	NONE	NONE	NONE	0	0	255	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41687	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41805	kost¸m yeni[e]	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_STACK	NONE	NONE	NONE	0	0	255	0	0	REAL_TIME	259200	LIMIT_NONE	0	APPLY_MAX_HP	2250	APPLY_ATTBONUS_MONSTER	100	APPLY_ATT_BOSS	60	APPLY_ATT_GRADE_BONUS	220	APPLY_NONE	0	5	0	0	41718	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41806	kost¸m yeni[e]	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_STACK	NONE	NONE	NONE	0	0	255	0	0	REAL_TIME	259200	LIMIT_NONE	0	APPLY_MAX_HP	2250	APPLY_ATTBONUS_MONSTER	100	APPLY_ATTBONUS_METIN	80	APPLY_ATT_GRADE_BONUS	220	APPLY_NONE	0	5	0	0	41719	0	0	100	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41807	kost¸m yeni[e]	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_SAFEBOX | ANTI_MYSHOP | ANTI_STACK | ANTI_GIVE | ANTI_SELL | ANTI_DROP	NONE	NONE	NONE	0	0	255	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41576	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41808	kost¸m yeni[e]	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_SAFEBOX | ANTI_MYSHOP | ANTI_STACK | ANTI_GIVE | ANTI_SELL | ANTI_DROP	NONE	NONE	NONE	0	0	255	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41577	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41809	kost¸m yeni[e]	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_SAFEBOX | ANTI_MYSHOP | ANTI_STACK | ANTI_GIVE | ANTI_SELL | ANTI_DROP	NONE	NONE	NONE	0	0	255	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41678	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
41810	kost¸m yeni[e]	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_SAFEBOX | ANTI_MYSHOP | ANTI_STACK | ANTI_GIVE | ANTI_SELL | ANTI_DROP	NONE	NONE	NONE	0	0	255	0	0	REAL_TIME	604800	LIMIT_NONE	0	APPLY_MAX_HP	2500	APPLY_ATT_GRADE_BONUS	140	APPLY_ATTBONUS_METIN	15	APPLY_ATTBONUS_MONSTER	25	APPLY_NONE	0	5	0	0	41679	0	0	0	0	0	MASK_ITEM_TYPE_COSTUMES	MASK_ITEM_SUBTYPE_COSTUMES_COSTUME_BODY
